('1235603336.013237', '1235603336.14752')
('1235603360.506438', '1235603360.510934')
('1235603360.539698', '1235603360.542189')
('1235603360.573081', '1235603360.573444')
('1235603360.606329', '1235603360.612513')
('1235603360.639718', '1235603360.635955')
('1235603360.672976', '1235603360.675024')
('1235603360.706355', '1235603360.706279')
('1235603360.739611', '1235603360.737534')
('1235603360.773004', '1235603360.776603')
('1235603360.806253', '1235603360.807858')
('1235603360.839632', '1235603360.839113')
('1235603360.872898', '1235603360.870368')
('1235603360.906278', '1235603360.909438')
('1235603360.939534', '1235603360.940693')
('1235603360.972916', '1235603360.971948')
('1235603361.006305', '1235603361.7377')
('1235603361.039559', '1235603361.40952')
('1235603361.072943', '1235603361.073527')
('1235603361.106203', '1235603361.104782')
('1235603361.139584', '1235603361.136038')
('1235603361.17284', '1235603361.18292')
('1235603361.206226', '1235603361.206362')
('1235603361.239483', '1235603361.237617')
('1235603361.272868', '1235603361.276686')
('1235603361.306121', '1235603361.307941')
('1235603361.339505', '1235603361.339196')
('1235603361.372758', '1235603361.370451')
('1235603361.406144', '1235603361.401707')
('1235603361.439404', '1235603361.440776')
('1235603361.472782', '1235603361.472031')
('1235603361.506166', '1235603361.503286')
('1235603361.539428', '1235603361.542355')
('1235603361.572812', '1235603361.565796')
('1235603361.606066', '1235603361.604865')
('1235603361.639448', '1235603361.636121')
('1235603361.672709', '1235603361.675189')
('1235603361.706083', '1235603361.706445')
('1235603361.739337', '1235603361.745514')
('1235603361.77272', '1235603361.80021')
('1235603361.805978', '1235603361.808024')
('1235603361.839359', '1235603361.839279')
('1235603361.872618', '1235603361.870534')
('1235603361.905999', '1235603361.909603')
('1235603361.939257', '1235603361.940859')
('1235603361.972641', '1235603361.972114')
('1235603362.006022', '1235603362.6441')
('1235603362.039277', '1235603362.042438')
('1235603362.072661', '1235603362.073693')
('1235603362.105917', '1235603362.104948')
('1235603362.139302', '1235603362.136204')
('1235603362.17256', '1235603362.018996')
('1235603362.205943', '1235603362.206527')
('1235603362.239197', '1235603362.237783')
('1235603362.272587', '1235603362.269038')
('1235603362.305843', '1235603362.308107')
('1235603362.339223', '1235603362.339362')
('1235603362.372483', '1235603362.370617')
('1235603362.405865', '1235603362.409686')
('1235603362.439121', '1235603362.440941')
('1235603362.472506', '1235603362.472197')
('1235603362.505887', '1235603362.503452')
('1235603362.539144', '1235603362.542521')
('1235603362.572525', '1235603362.573776')
('1235603362.605785', '1235603362.605031')
('1235603362.639169', '1235603362.636286')
('1235603362.672429', '1235603362.675355')
('1235603362.705809', '1235603362.698797')
('1235603362.739066', '1235603362.737866')
('1235603362.77245', '1235603362.073693')
('1235603362.8057', '1235603362.8707')
('1235603362.839082', '1235603362.839445')
('1235603362.872339', '1235603362.878514')
('1235603362.905724', '1235603362.901955')
('1235603362.938978', '1235603362.941024')
('1235603362.972363', '1235603362.980093')
('1235603363.005622', '1235603363.5505')
('1235603363.039005', '1235603363.42548')
('1235603363.072385', '1235603363.71459')
('1235603363.105643', '1235603363.105114')
('1235603363.139027', '1235603363.136369')
('1235603363.172283', '1235603363.175438')
('1235603363.205665', '1235603363.206693')
('1235603363.238923', '1235603363.237949')
('1235603363.272308', '1235603363.269204')
('1235603363.305564', '1235603363.308273')
('1235603363.338949', '1235603363.339528')
('1235603363.372206', '1235603363.370783')
('1235603363.405587', '1235603363.402038')
('1235603363.438847', '1235603363.441107')
('1235603363.472232', '1235603363.472363')
('1235603363.505485', '1235603363.503618')
('1235603363.538868', '1235603363.542687')
('1235603363.572253', '1235603363.573942')
('1235603363.605511', '1235603363.605197')
('1235603363.638892', '1235603363.636452')
('1235603363.672148', '1235603363.675521')
('1235603363.705529', '1235603363.706776')
('1235603363.738791', '1235603363.738031')
('1235603363.772172', '1235603363.769287')
('1235603363.80543', '1235603363.81617')
('1235603363.83881', '1235603363.081673')
('1235603363.872074', '1235603363.870866')
('1235603363.905447', '1235603363.902121')
('1235603363.938703', '1235603363.933376')
('1235603363.972082', '1235603363.972445')
('1235603364.005342', '1235603364.10528')
('1235603364.038725', '1235603364.39439')
('1235603364.072109', '1235603364.72257')
('1235603364.105363', '1235603364.113094')
('1235603364.138753', '1235603364.136535')
('1235603364.172014', '1235603364.175604')
('1235603364.205392', '1235603364.206859')
('1235603364.238645', '1235603364.238114')
('1235603364.272031', '1235603364.277183')
('1235603364.305289', '1235603364.308439')
('1235603364.338669', '1235603364.339694')
('1235603364.371924', '1235603364.370949')
('1235603364.405311', '1235603364.402204')
('1235603364.438567', '1235603364.441273')
('1235603364.471949', '1235603364.472528')
('1235603364.505209', '1235603364.503783')
('1235603364.53859', '1235603364.55848')
('1235603364.571969', '1235603364.574108')
('1235603364.605229', '1235603364.605363')
('1235603364.638617', '1235603364.636618')
('1235603364.67187', '1235603364.066211')
('1235603364.705249', '1235603364.706942')
('1235603364.73851', '1235603364.074025')
('1235603364.7719', '1235603364.10528')
('1235603364.805151', '1235603364.808522')
('1235603364.838531', '1235603364.839777')
('1235603364.871792', '1235603364.871032')
('1235603364.905176', '1235603364.902287')
('1235603364.938433', '1235603364.941356')
('1235603364.971814', '1235603364.972611')
('1235603365.005064', '1235603365.003866')
('1235603365.038446', '1235603365.40237')
('1235603365.071705', '1235603365.69148')
('1235603365.105089', '1235603365.105446')
('1235603365.138471', '1235603365.136701')
('1235603365.17173', '1235603365.17577')
('1235603365.20511', '1235603365.019494')
('1235603365.238369', '1235603365.246094')
('1235603365.271752', '1235603365.269535')
('1235603365.30501', '1235603365.027308')
('1235603365.338391', '1235603365.339859')
('1235603365.371649', '1235603365.371115')
('1235603365.405034', '1235603365.410184')
('1235603365.438291', '1235603365.441439')
('1235603365.471671', '1235603365.472694')
('1235603365.504929', '1235603365.503949')
('1235603365.538314', '1235603365.535204')
('1235603365.571571', '1235603365.574273')
('1235603365.604953', '1235603365.605529')
('1235603365.638336', '1235603365.636784')
('1235603365.671592', '1235603365.668039')
('1235603365.704975', '1235603365.707108')
('1235603365.738232', '1235603365.738363')
('1235603365.771618', '1235603365.769618')
('1235603365.804874', '1235603365.808687')
('1235603365.838256', '1235603365.839942')
('1235603365.871514', '1235603365.871198')
('1235603365.904899', '1235603365.902453')
('1235603365.938156', '1235603365.941522')
('1235603365.971542', '1235603365.972777')
('1235603366.004797', '1235603366.004032')
('1235603366.038178', '1235603366.37128')
('1235603366.071442', '1235603366.69946')
('1235603366.104818', '1235603366.105612')
('1235603366.138194', '1235603366.136867')
('1235603366.171452', '1235603366.168122')
('1235603366.204837', '1235603366.207191')
('1235603366.238096', '1235603366.238446')
('1235603366.271475', '1235603366.269701')
('1235603366.30473', '1235603366.30877')
('1235603366.338117', '1235603366.340025')
('1235603366.371372', '1235603366.379094')
('1235603366.404756', '1235603366.402536')
('1235603366.43801', '1235603366.043101')
('1235603366.471393', '1235603366.465046')
('1235603366.504649', '1235603366.504115')
('1235603366.538037', '1235603366.543184')
('1235603366.571291', '1235603366.574439')
('1235603366.604674', '1235603366.605694')
('1235603366.638059', '1235603366.644763')
('1235603366.671321', '1235603366.668205')
('1235603366.704697', '1235603366.707274')
('1235603366.737955', '1235603366.738529')
('1235603366.771335', '1235603366.769784')
('1235603366.804595', '1235603366.801039')
('1235603366.837974', '1235603366.840108')
('1235603366.871235', '1235603366.871363')
('1235603366.90462', '1235603366.089984')
('1235603366.937947', '1235603366.941688')
('1235603366.971255', '1235603366.972943')
('1235603367.004515', '1235603367.004198')
('1235603367.037896', '1235603367.37926')
('1235603367.071155', '1235603367.70744')
('1235603367.104536', '1235603367.105777')
('1235603367.137796', '1235603367.137033')
('1235603367.171181', '1235603367.168288')
('1235603367.204557', '1235603367.207357')
('1235603367.237816', '1235603367.238612')
('1235603367.271194', '1235603367.269867')
('1235603367.30445', '1235603367.31675')
('1235603367.337833', '1235603367.340191')
('1235603367.371095', '1235603367.371446')
('1235603367.404475', '1235603367.402702')
('1235603367.437733', '1235603367.433957')
('1235603367.471118', '1235603367.473026')
('1235603367.504373', '1235603367.504281')
('1235603367.537755', '1235603367.535536')
('1235603367.57101', '1235603367.058895')
('1235603367.604397', '1235603367.598046')
('1235603367.637655', '1235603367.637115')
('1235603367.671038', '1235603367.676184')
('1235603367.704418', '1235603367.699626')
('1235603367.737677', '1235603367.738695')
('1235603367.77106', '1235603367.76995')
('1235603367.804317', '1235603367.801205')
('1235603367.837701', '1235603367.840274')
('1235603367.870958', '1235603367.871529')
('1235603367.904341', '1235603367.902784')
('1235603367.937597', '1235603367.941854')
('1235603367.970979', '1235603367.973109')
('1235603368.004237', '1235603368.004364')
('1235603368.037617', '1235603368.38724')
('1235603368.070878', '1235603368.67635')
('1235603368.104263', '1235603368.105943')
('1235603368.137521', '1235603368.137198')
('1235603368.170902', '1235603368.168453')
('1235603368.204282', '1235603368.207522')
('1235603368.237542', '1235603368.238778')
('1235603368.270925', '1235603368.270033')
('1235603368.304174', '1235603368.301288')
('1235603368.337558', '1235603368.340357')
('1235603368.370815', '1235603368.371612')
('1235603368.404199', '1235603368.402867')
('1235603368.437455', '1235603368.434123')
('1235603368.470841', '1235603368.473191')
('1235603368.504097', '1235603368.504447')
('1235603368.537483', '1235603368.535702')
('1235603368.57074', '1235603368.61384')
('1235603368.60412', '1235603368.61384')
('1235603368.637377', '1235603368.637281')
('1235603368.670763', '1235603368.668536')
('1235603368.704146', '1235603368.707605')
('1235603368.737402', '1235603368.738861')
('1235603368.770784', '1235603368.770116')
('1235603368.804039', '1235603368.801371')
('1235603368.837427', '1235603368.832626')
('1235603368.870682', '1235603368.871695')
('1235603368.904069', '1235603368.910764')
('1235603368.93732', '1235603368.090316')
('1235603368.970707', '1235603368.973274')
('1235603369.003964', '1235603369.004529')
('1235603369.037347', '1235603369.035785')
('1235603369.070602', '1235603369.68433')
('1235603369.103985', '1235603369.106109')
('1235603369.137247', '1235603369.137364')
('1235603369.170628', '1235603369.168619')
('1235603369.203884', '1235603369.207688')
('1235603369.237265', '1235603369.238943')
('1235603369.270647', '1235603369.270199')
('1235603369.303905', '1235603369.301454')
('1235603369.337287', '1235603369.340523')
('1235603369.370541', '1235603369.371778')
('1235603369.403919', '1235603369.403033')
('1235603369.437177', '1235603369.434288')
('1235603369.470557', '1235603369.473357')
('1235603369.503813', '1235603369.504612')
('1235603369.537198', '1235603369.535868')
('1235603369.570453', '1235603369.567123')
('1235603369.603838', '1235603369.606192')
('1235603369.637094', '1235603369.637447')
('1235603369.670479', '1235603369.668702')
('1235603369.703735', '1235603369.699957')
('1235603369.737118', '1235603369.739026')
('1235603369.770499', '1235603369.770282')
('1235603369.803759', '1235603369.801537')
('1235603369.837141', '1235603369.840606')
('1235603369.870399', '1235603369.871861')
('1235603369.90378', '1235603369.090481')
('1235603369.93704', '1235603369.91093')
('1235603369.970419', '1235603369.965626')
('1235603370.00368', '1235603370.004695')
('1235603370.037064', '1235603370.36413')
('1235603370.07032', '1235603370.07502')
('1235603370.103702', '1235603370.106275')
('1235603370.136968', '1235603370.129716')
('1235603370.170345', '1235603370.168785')
('1235603370.203601', '1235603370.207854')
('1235603370.236989', '1235603370.239109')
('1235603370.270369', '1235603370.270365')
('1235603370.303622', '1235603370.309433')
('1235603370.337006', '1235603370.340689')
('1235603370.37027', '1235603370.36413')
('1235603370.403649', '1235603370.403199')
('1235603370.436903', '1235603370.434454')
('1235603370.470291', '1235603370.473523')
('1235603370.50354', '1235603370.051578')
('1235603370.536922', '1235603370.536033')
('1235603370.570176', '1235603370.567289')
('1235603370.603562', '1235603370.606358')
('1235603370.636818', '1235603370.637613')
('1235603370.670201', '1235603370.668868')
('1235603370.70346', '1235603370.067206')
('1235603370.736843', '1235603370.739192')
('1235603370.770225', '1235603370.770447')
('1235603370.803483', '1235603370.801702')
('1235603370.836865', '1235603370.840771')
('1235603370.870124', '1235603370.872027')
('1235603370.903502', '1235603370.903282')
('1235603370.936766', '1235603370.934537')
('1235603370.970146', '1235603370.973606')
('1235603371.003405', '1235603371.04393')
('1235603371.036793', '1235603371.37211')
